complaint_id,product,issue,company,state,city,zip_code,status,date_received,date_sent_to_company,response_time_days,timely_response?,consumer_disputed?,company_response_to_consumer
100237,Credit Reporting,Incorrect Information,Nan,Ca,Nan,61551.0,,2024-02-28,2024-03-27,28,N,,Closed
100238,Mortgage,,Metro Loans,,Atlanta,70157.0,,2023-01-09,2023-01-15,6,No,TRUE,Closed
100239,Credit Reporting,Fees,Nan,Oh,Philadelphia,,Resolved,2023-11-28,2023-11-28,0,Yes,,Closed with explanation
100240,Bank Account,,Metro Loans,Ga,Nan,43558.0,Resolved,2023-02-24,2023-02-27,3,Y,N,Closed with explanation
100241,Debt Collection,Fees,Northstar Finance,,Nan,90093.0,In Progress,2023-05-24,2023-06-30,37,TRUE,TRUE,Closed with explanation
100242,Mortgage,Collection Harassment,Acme Bank,Nc,Detroit,15322.0,,2024-02-19,2024-04-09,50,FALSE,Y,
100244,Credit Card,Collection Harassment,United Credit,Tx,Miami,96216.0,Closed,2024-02-03,2024-02-18,15,N,,
100245,Debt Collection,Billing Disputes,Acme Bank,Pa,Atlanta,25945.0,In Progress,2023-08-20,2023-09-06,17,No,FALSE,Closed with explanation
100246,Debt Collection,Incorrect Information,United Credit,Ny,Los Angeles,,Open,2023-04-27,2023-05-15,18,FALSE,Yes,
100247,Bank Account,Incorrect Information,Finserv Co,Tx,New York,35736.0,,2023-06-17,2023-06-27,10,No,TRUE,
100248,,Fees,Nan,,Nan,42808.0,Resolved,2023-09-23,2023-09-21,-2,,N,Closed
100249,Bank Account,Fees,Finserv Co,Ca,New York,12518.0,Resolved,2024-01-18,2024-02-16,29,No,TRUE,
100250,Debt Collection,Collection Harassment,Metro Loans,Tx,Atlanta,,Closed,2023-10-31,2023-11-18,18,FALSE,TRUE,Closed
100251,Credit  Card,Incorrect Information,Finserv Co,Ga,Los Angeles,42336.0,Open,2024-04-11,2024-04-28,17,Y,TRUE,
100252,Credit  Card,Identity Theft,Nan,Ca,Nan,,,2024-03-09,2024-03-21,12,,,
100254,Mortgage,Other,Metro Loans,,,,In Progress,2023-10-29,2023-12-02,34,,,
100255,Mortgage,Identity Theft,,Nc,New York,,,2023-05-25,2023-06-16,22,,TRUE,
100256,Bank Account,Billing Disputes,Northstar Finance,,Chicago,16579.0,Resolved,2023-07-26,2023-08-03,8,N,Y,In progress
100257,Mortgage,Other,Metro Loans,Il,Nan,54929.0,Resolved,2023-03-01,2023-04-17,47,N,No,Closed
100258,Debt Collection,Identity Theft,Acme Bank,Nc,Miami,45213.0,Closed,2023-07-07,2023-08-28,52,Y,,In progress
100259,Mortgage,Fees,Nan,Fl,Nan,13346.0,Resolved,2024-04-08,2024-04-05,-3,N,,
100260,Mortgage,Collection Harassment,,Pa,Detroit,14707.0,Open,2023-08-01,2023-09-25,55,N,Yes,Closed with explanation
100261,Student Loan,Identity Theft,Acme Bank,Tx,Detroit,,Closed,2023-02-26,2023-04-07,40,No,No,
100262,Bank Account,Incorrect Information,Metro Loans,,Charlotte,45518.0,In Progress,2023-11-22,2023-11-23,1,Y,FALSE,In progress
100263,Nan,Identity Theft,Nan,Tx,Charlotte,21677.0,Closed,2024-04-26,2024-06-08,43,,No,
100264,Student Loan,Billing Disputes,Acme Bank,Tx,,22455.0,,2024-03-09,2024-03-10,1,,Yes,
100265,Credit Card,Billing Disputes,United Credit,Oh,Miami,82433.0,Open,2023-05-18,2023-05-16,-2,Yes,,Closed with explanation
100266,Debt Collection,Identity Theft,Northstar Finance,Oh,Nan,,,2023-08-15,2023-08-17,2,FALSE,Yes,Closed with explanation
100267,Nan,Incorrect Information,Acme Bank,Il,Philadelphia,64700.0,Open,2023-09-23,2023-10-17,24,No,No,Closed
100268,Bank Account,Fees,,Il,Detroit,,,2023-05-04,2023-06-08,35,FALSE,,
100269,Mortgage,Billing Disputes,Metro Loans,Il,New York,16237.0,In Progress,2023-05-15,2023-06-05,21,TRUE,Yes,In progress
100270,Credit Reporting,Other,,Nan,Charlotte,71902.0,,2023-04-29,2023-05-01,2,,,Closed with explanation
100271,Mortgage,Collection Harassment,Nan,Nc,Detroit,77726.0,Resolved,2024-05-12,2024-05-19,7,FALSE,TRUE,
100272,Debt  Collection,Billing Disputes,Finserv Co,Nan,New York,28044.0,In Progress,2024-01-09,2024-02-28,50,,TRUE,Closed
100273,Credit Card,Other,Finserv Co,,Philadelphia,58272.0,Open,2024-02-25,2024-04-22,57,,,
100274,Credit Reporting,Billing Disputes,Nan,Mi,Atlanta,79015.0,In Progress,2024-02-13,2024-03-28,44,FALSE,Yes,
100275,Credit Reporting,Fees,United Credit,,Nan,64311.0,Resolved,2024-04-24,2024-04-25,1,N,Yes,
100277,Mortgage,Fees,,,,69826.0,Closed,2024-03-16,2024-04-24,39,Y,N,
100278,Student Loan,,Metro Loans,Mi,Philadelphia,10873.0,Closed,2023-08-26,2023-08-30,4,Y,Yes,
100280,Nan,Identity Theft,Northstar Finance,Fl,Nan,61065.0,Closed,2023-10-25,2023-12-23,59,Y,N,In progress
100281,,Fees,Finserv Co,Ca,Miami,55414.0,,2023-06-28,2023-07-21,23,TRUE,N,Closed with explanation
100282,Student Loan,Other,Nan,Nan,,,Open,2023-03-15,2023-03-12,-3,Y,No,Closed with explanation
100283,Bank Account,Collection Harassment,United Credit,Oh,,,,2023-04-07,2023-04-15,8,Y,Y,Closed
100284,Credit Reporting,Other,Nan,Ca,Nan,17514.0,Open,2024-02-17,2024-03-09,21,FALSE,No,In progress
100285,Student  Loan,Incorrect Information,United Credit,Mi,,77514.0,,2023-06-09,2023-06-08,-1,Y,No,Closed
100286,Debt Collection,Identity Theft,Northstar Finance,Ny,Charlotte,84475.0,In Progress,2023-06-05,2023-06-21,16,Yes,TRUE,
100287,Credit Card,Fees,Nan,Oh,Chicago,47732.0,Open,2024-04-06,2024-05-01,25,Yes,,In progress
100288,Credit Card,Collection Harassment,Finserv Co,Mi,New York,94567.0,Resolved,2023-03-13,2023-05-08,56,,N,Closed
100289,Debt Collection,Other,,Nan,Miami,,,2024-04-02,2024-04-02,0,,FALSE,
100290,Bank Account,Collection Harassment,United Credit,Oh,,,,2024-04-05,2024-05-07,32,FALSE,FALSE,In progress
100291,Credit Card,Collection Harassment,Northstar Finance,Pa,,,Closed,2023-10-27,2023-12-20,54,Yes,,
100292,Credit Card,Fees,Acme Bank,,New York,96807.0,Resolved,2023-03-24,2023-05-10,47,TRUE,,
100293,Student Loan,Identity Theft,,Tx,Nan,64881.0,Resolved,2023-03-19,2023-05-13,55,Y,,
100294,,Incorrect Information,United Credit,Ca,Philadelphia,94069.0,In Progress,2023-05-23,2023-05-29,6,Y,,
100295,Credit Card,Incorrect Information,Finserv Co,Tx,Philadelphia,98107.0,,2023-10-16,2023-12-02,47,,,Closed with explanation
100296,Debt  Collection,Collection Harassment,Nan,,New York,27514.0,In Progress,2023-03-18,2023-05-15,58,,,Closed with explanation
100297,Credit Card,Fees,Acme Bank,Oh,Philadelphia,69460.0,In Progress,2023-08-16,2023-09-01,16,FALSE,FALSE,
100298,Student  Loan,Billing Disputes,Nan,Tx,New York,83806.0,,2023-09-28,2023-10-27,29,TRUE,Y,Closed
100300,,Collection Harassment,Metro Loans,Ny,Philadelphia,41437.0,,2023-01-11,2023-02-07,27,,TRUE,Closed with explanation
100301,Bank Account,Fees,Metro Loans,,Miami,,,2023-12-21,2024-01-03,13,FALSE,,
100302,Bank Account,Other,Finserv Co,Oh,Nan,53876.0,Open,2023-01-28,2023-03-27,58,TRUE,,Closed with explanation
100303,Credit Reporting,Incorrect Information,Nan,Ny,Detroit,,Closed,2023-04-08,2023-06-04,57,Yes,TRUE,In progress
100304,Bank Account,Incorrect Information,Finserv Co,Fl,,,Open,2023-03-29,2023-04-17,19,,Yes,Closed
100305,Debt Collection,Billing Disputes,Nan,Nc,Philadelphia,38907.0,Open,2024-02-20,2024-04-07,47,,Y,In progress
100306,Student Loan,Collection Harassment,,Nc,New York,97729.0,,2023-01-27,2023-02-16,20,Y,TRUE,
100307,Bank Account,Collection Harassment,,,,,,2023-08-03,2023-09-18,46,Y,N,
100308,Credit Reporting,Nan,Finserv Co,Ny,Chicago,,Open,2023-10-23,2023-11-25,33,,N,Closed with explanation
100309,Debt  Collection,Billing Disputes,United Credit,Ny,Nan,90607.0,In Progress,2023-09-15,2023-10-10,25,,Y,Closed with explanation
100310,Credit Reporting,Identity Theft,,Ny,Nan,,Closed,2023-12-07,2023-12-10,3,N,Yes,
100311,Credit Card,Other,Finserv Co,Pa,,,Open,2024-02-06,2024-03-14,37,No,N,Closed
100312,Credit Card,Nan,,Nan,Miami,43432.0,In Progress,2023-07-16,2023-07-31,15,,N,In progress
100313,Credit Card,Fees,Finserv Co,Mi,Los Angeles,86318.0,Open,2024-02-19,2024-02-28,9,FALSE,,
100314,Student Loan,Other,Finserv Co,Mi,Philadelphia,86938.0,,2024-05-07,2024-07-04,58,TRUE,N,Closed
100316,,Other,,Tx,Charlotte,79475.0,Closed,2024-01-04,2024-02-19,46,No,Y,In progress
100318,,Identity Theft,Northstar Finance,Nan,Detroit,93311.0,In Progress,2024-03-13,2024-05-03,51,TRUE,Y,In progress
100319,Student Loan,Fees,,Pa,Atlanta,81155.0,,2024-02-01,2024-01-29,-3,Y,Yes,
100320,Bank Account,Collection Harassment,,Ny,Los Angeles,38929.0,Open,2024-03-01,2024-04-03,33,No,TRUE,
100321,Debt  Collection,Other,,Pa,Houston,56935.0,,2023-09-26,2023-10-28,32,,,Closed
100322,Debt Collection,Billing Disputes,,Nan,Los Angeles,52524.0,Open,2023-01-22,2023-02-09,18,Y,N,In progress
100323,Credit Card,Other,Nan,Mi,New York,,Closed,2023-09-04,2023-10-12,38,No,N,
100324,Credit  Card,Incorrect Information,United Credit,Fl,Los Angeles,63388.0,In Progress,2023-04-01,2023-04-22,21,,FALSE,
100325,Credit Reporting,Billing Disputes,Finserv Co,Nan,Los Angeles,,In Progress,2024-03-20,2024-04-12,23,,N,
100326,Mortgage,Fees,Finserv Co,Pa,Houston,45400.0,Closed,2023-04-29,2023-05-22,23,N,N,
100327,Student Loan,Collection Harassment,Northstar Finance,Oh,Miami,19865.0,,2023-04-25,2023-06-11,47,Y,,
100328,Student Loan,Billing Disputes,United Credit,Ca,Houston,55375.0,,2023-05-05,2023-06-10,36,No,Y,
100329,Mortgage,Billing Disputes,Finserv Co,,Houston,62112.0,In Progress,2023-11-18,2023-12-07,19,FALSE,,In progress
100330,Credit  Card,Other,Northstar Finance,,,19513.0,In Progress,2023-10-13,2023-12-07,55,TRUE,Y,
100331,Student Loan,Other,,Tx,Houston,67143.0,Open,2024-04-19,2024-06-05,47,TRUE,TRUE,Closed with explanation
100332,Credit Card,Billing Disputes,Acme Bank,Ga,,25090.0,Resolved,2023-07-28,2023-09-21,55,,Y,Closed with explanation
100333,Debt  Collection,Other,Northstar Finance,Nan,Philadelphia,,Closed,2023-05-22,2023-07-03,42,N,FALSE,
100334,Credit Reporting,Other,,Ga,Miami,46098.0,Closed,2023-01-25,2023-02-14,20,FALSE,N,
100335,Student Loan,Other,Nan,Tx,Nan,,,2023-01-04,2023-02-18,45,FALSE,No,Closed
100336,Student Loan,Identity Theft,Metro Loans,,Los Angeles,92343.0,Resolved,2023-07-06,2023-07-22,16,,FALSE,
100337,,Fees,,Fl,Philadelphia,,,2024-04-07,2024-04-19,12,FALSE,,Closed with explanation
100338,Credit  Card,Other,United Credit,Il,Detroit,41441.0,Closed,2023-09-19,2023-10-13,24,Yes,Yes,
100339,Mortgage,Other,Metro Loans,Pa,Nan,,Resolved,2024-03-22,2024-05-19,58,TRUE,TRUE,In progress
100340,Mortgage,Fees,Nan,Nan,Houston,32481.0,Open,2023-02-20,2023-03-23,31,,FALSE,
100341,Nan,Identity Theft,,Ga,Houston,98340.0,Closed,2023-02-16,2023-03-07,19,TRUE,FALSE,In progress
100342,Credit Reporting,Billing Disputes,United Credit,Nan,Philadelphia,76856.0,,2024-02-21,2024-03-17,25,TRUE,No,
100343,Credit  Card,Identity Theft,Nan,Nan,Chicago,95146.0,In Progress,2023-02-23,2023-03-08,13,TRUE,Yes,Closed with explanation
100344,Student Loan,Billing Disputes,Metro Loans,Nan,Miami,95420.0,Resolved,2023-01-26,2023-03-04,37,TRUE,TRUE,
100345,Bank Account,Identity Theft,Metro Loans,,Houston,19824.0,,2023-07-22,2023-08-08,17,N,FALSE,In progress
100346,Bank Account,Billing Disputes,Finserv Co,Nan,Nan,51320.0,,2024-04-07,2024-05-08,31,,Y,Closed
100348,Mortgage,Fees,Nan,,Houston,10774.0,Resolved,2023-02-19,2023-03-06,15,,TRUE,Closed with explanation
100349,Bank Account,Fees,Finserv Co,Mi,Charlotte,50683.0,,2024-02-23,2024-04-21,58,No,N,
100350,Mortgage,Collection Harassment,,Ca,New York,71932.0,Closed,2024-02-26,2024-03-14,17,No,N,Closed with explanation
100351,Student Loan,Incorrect Information,Finserv Co,Ca,New York,81358.0,,2024-02-05,2024-02-04,-1,TRUE,FALSE,
100352,Credit Card,,Nan,,Nan,,Resolved,2024-03-27,2024-04-15,19,FALSE,,Closed with explanation
100353,Credit Card,Nan,Northstar Finance,Il,New York,,Closed,2023-04-30,2023-05-29,29,,,Closed
100354,Student Loan,Incorrect Information,,,New York,,,2024-05-04,2024-05-05,1,Y,Yes,
100355,Bank Account,Identity Theft,Nan,,New York,,,2023-06-10,2023-06-24,14,Yes,Y,
100356,Credit Card,Fees,Northstar Finance,Mi,Los Angeles,,Open,2024-02-06,2024-02-11,5,Y,Yes,In progress
100357,Credit Reporting,Other,United Credit,Nan,Nan,94411.0,,2023-10-17,2023-11-13,27,TRUE,,Closed
100358,Credit Card,Fees,Northstar Finance,Fl,,10216.0,,2024-01-25,2024-03-07,42,Y,FALSE,In progress
100359,Credit Reporting,Identity Theft,,Oh,Columbus,19722.0,Resolved,2023-11-10,2024-01-06,57,Y,No,
100360,Student Loan,Collection Harassment,Acme Bank,,New York,41004.0,Resolved,2023-11-18,2023-12-08,20,,,
100361,Credit Reporting,Collection Harassment,,,Chicago,99442.0,Open,2023-11-05,2023-12-26,51,TRUE,TRUE,Closed with explanation
100362,Credit Reporting,Incorrect Information,Metro Loans,Tx,Atlanta,,In Progress,2024-01-25,2024-02-02,8,FALSE,Yes,
100363,,Identity Theft,Acme Bank,,Miami,23289.0,,2024-01-05,2024-02-19,45,FALSE,No,
100364,Student Loan,Collection Harassment,Nan,Oh,New York,45379.0,,2023-03-09,2023-04-09,31,N,,
100365,Nan,Identity Theft,Nan,,Los Angeles,94557.0,In Progress,2024-02-18,2024-04-02,44,FALSE,Y,Closed
100366,Debt Collection,Other,,Ga,,29725.0,Closed,2023-09-26,2023-11-09,44,,TRUE,In progress
100367,Mortgage,Identity Theft,Metro Loans,Nc,,61792.0,,2023-06-11,2023-07-10,29,FALSE,,
100368,Credit Reporting,Collection Harassment,Northstar Finance,Il,Nan,78440.0,Closed,2024-04-28,2024-05-27,29,,Yes,In progress
100370,Debt Collection,Billing Disputes,Acme Bank,Nan,Charlotte,,,2024-03-04,2024-04-21,48,No,Yes,In progress
100371,Credit Card,Identity Theft,United Credit,,Miami,,Closed,2024-02-21,2024-04-19,58,Yes,,Closed with explanation
100372,Mortgage,Billing Disputes,Nan,Ca,Atlanta,,,2023-08-20,2023-10-14,55,N,TRUE,In progress
100373,Student Loan,Incorrect Information,Acme Bank,Ca,New York,,,2024-01-28,2024-02-03,6,TRUE,Y,Closed with explanation
100374,Debt  Collection,Fees,Finserv Co,Mi,Los Angeles,72256.0,Resolved,2023-07-12,2023-08-14,33,N,Yes,Closed with explanation
100375,Bank Account,Identity Theft,Nan,Oh,Nan,47709.0,In Progress,2023-12-10,2023-12-11,1,Y,FALSE,In progress
100377,Mortgage,Collection Harassment,Finserv Co,Ny,Miami,67218.0,Open,2023-05-05,2023-07-03,59,,Yes,
100378,Bank Account,Other,Northstar Finance,Il,Houston,43366.0,Open,2023-05-14,2023-05-12,-2,Y,TRUE,In progress
100379,Credit Reporting,Fees,Northstar Finance,Mi,,97329.0,Resolved,2023-03-11,2023-05-06,56,Y,TRUE,Closed
100381,Bank Account,Billing Disputes,United Credit,Nan,Chicago,84338.0,Closed,2023-08-05,2023-09-24,50,Yes,,
100382,Credit Reporting,Fees,United Credit,Tx,Nan,90522.0,Resolved,2023-08-27,2023-09-16,20,Yes,Y,
100383,Student  Loan,Other,Finserv Co,Il,Charlotte,36983.0,,2023-03-24,2023-03-25,1,No,TRUE,Closed
100384,Credit Card,Collection Harassment,Northstar Finance,,Miami,38454.0,Resolved,2023-07-28,2023-09-21,55,,Y,In progress
100385,Debt Collection,Identity Theft,Finserv Co,Ny,Los Angeles,39109.0,,2023-10-30,2023-12-23,54,N,Y,
100386,Debt Collection,Identity Theft,,,Columbus,12798.0,Open,2023-04-27,2023-05-29,32,FALSE,No,Closed
100387,Credit Card,Collection Harassment,Northstar Finance,Nan,Los Angeles,,Open,2023-06-19,2023-08-16,58,,,
100388,Credit  Card,Nan,Nan,Tx,Detroit,37747.0,Resolved,2023-07-03,2023-06-28,-5,Yes,FALSE,Closed
100389,Student Loan,Identity Theft,Nan,Ca,Philadelphia,98862.0,Resolved,2023-09-10,2023-10-15,35,Yes,FALSE,
100390,Mortgage,Billing Disputes,United Credit,Mi,Miami,28424.0,,2023-07-03,2023-06-30,-3,,No,Closed with explanation
100391,Credit Card,Incorrect Information,Acme Bank,Ny,Detroit,55702.0,,2024-01-04,2024-02-28,55,TRUE,Yes,In progress
100392,Mortgage,Fees,United Credit,Ga,Houston,59252.0,Open,2023-06-13,2023-07-22,39,TRUE,,
100393,Mortgage,Incorrect Information,Metro Loans,Ny,Nan,,,2023-08-05,2023-09-28,54,Y,FALSE,
100394,Credit  Card,Other,Acme Bank,Ga,Nan,92686.0,Open,2023-07-09,2023-08-09,31,,Yes,In progress
100395,Student Loan,Nan,Finserv Co,Mi,Nan,88329.0,,2023-12-09,2023-12-05,-4,Y,,Closed with explanation
100397,Student  Loan,Billing Disputes,Nan,Nan,New York,76934.0,,2023-04-28,2023-05-14,16,FALSE,,
100398,Debt  Collection,,United Credit,Oh,Atlanta,37524.0,Closed,2023-05-29,2023-07-11,43,Yes,Y,
100399,Bank Account,Collection Harassment,,Nc,New York,79094.0,Resolved,2024-02-01,2024-02-05,4,No,Y,
100400,Credit Reporting,Incorrect Information,United Credit,Nc,Philadelphia,48573.0,,2024-04-19,2024-06-08,50,No,,
100401,Credit Reporting,Fees,Metro Loans,,Chicago,,Closed,2023-12-02,2023-12-12,10,,N,In progress
100402,Credit Card,Collection Harassment,Acme Bank,Fl,New York,13288.0,,2024-04-03,2024-04-30,27,FALSE,FALSE,In progress
100403,Credit Reporting,Other,,Fl,Los Angeles,,Resolved,2024-03-03,2024-03-11,8,Yes,,
100404,Credit Card,Fees,Nan,Pa,New York,58974.0,Open,2023-08-29,2023-09-23,25,,N,
100405,Credit Card,Billing Disputes,,Nan,,93830.0,Closed,2024-01-21,2024-02-14,24,,TRUE,In progress
100406,Debt Collection,Fees,Finserv Co,Nan,Columbus,,,2023-06-14,2023-06-09,-5,N,N,In progress
100407,,Collection Harassment,United Credit,Fl,Nan,80012.0,In Progress,2023-08-19,2023-09-19,31,No,TRUE,Closed with explanation
100408,Credit Card,Billing Disputes,Acme Bank,Ca,,94473.0,,2023-09-25,2023-11-10,46,N,Yes,Closed
100409,Mortgage,Collection Harassment,United Credit,Nc,Nan,53773.0,In Progress,2024-04-25,2024-06-19,55,TRUE,,
100410,Mortgage,Nan,Northstar Finance,Nc,Los Angeles,88023.0,In Progress,2024-02-29,2024-03-16,16,FALSE,TRUE,
100411,Nan,Other,Metro Loans,Pa,Charlotte,,,2023-09-02,2023-10-24,52,Y,No,
100412,Credit Reporting,Fees,Northstar Finance,Tx,Philadelphia,,,2023-11-23,2024-01-14,52,Yes,TRUE,Closed
100413,Mortgage,Identity Theft,Finserv Co,,Houston,86875.0,Closed,2023-04-12,2023-06-10,59,TRUE,N,Closed
100414,Credit  Card,Billing Disputes,Nan,,Nan,,,2024-02-07,2024-02-26,19,FALSE,,In progress
100415,,Billing Disputes,Northstar Finance,Nan,Columbus,11132.0,Closed,2023-10-04,2023-11-23,50,Y,,
100416,Credit  Card,Collection Harassment,Finserv Co,Nc,Columbus,61121.0,,2023-09-24,2023-10-25,31,FALSE,N,
100417,Credit Card,Incorrect Information,,Fl,Houston,,Open,2024-01-19,2024-01-17,-2,TRUE,FALSE,Closed with explanation
100418,Bank Account,Other,Metro Loans,Pa,Miami,82121.0,Resolved,2023-11-13,2023-11-25,12,TRUE,Yes,In progress
100419,Debt Collection,Identity Theft,Northstar Finance,Ny,New York,79414.0,Open,2023-02-06,2023-03-16,38,Yes,,
100420,Debt  Collection,Other,United Credit,Fl,Columbus,52808.0,,2023-05-25,2023-05-30,5,Y,TRUE,Closed
100421,Student  Loan,Other,Nan,Oh,Detroit,,,2023-03-30,2023-04-22,23,Y,FALSE,In progress
100422,Bank Account,Billing Disputes,,Oh,Chicago,27259.0,,2024-01-03,2024-02-17,45,,FALSE,Closed with explanation
100423,Credit Card,Fees,Northstar Finance,Ca,Los Angeles,18010.0,In Progress,2023-01-18,2023-01-22,4,,Y,In progress
100424,Debt Collection,Other,,,,67585.0,,2023-04-12,2023-05-09,27,,FALSE,
100425,Mortgage,Identity Theft,Northstar Finance,Fl,Columbus,96378.0,Closed,2023-10-26,2023-11-03,8,N,N,
100426,Student  Loan,Billing Disputes,Northstar Finance,Ga,Philadelphia,17225.0,Resolved,2023-12-14,2024-01-12,29,Y,FALSE,Closed with explanation
100427,Mortgage,Other,Metro Loans,Oh,Miami,73243.0,,2023-09-09,2023-09-19,10,N,Yes,
100428,Credit Card,Incorrect Information,Northstar Finance,Oh,New York,62612.0,In Progress,2024-03-06,2024-05-02,57,,No,
100429,Student Loan,Billing Disputes,United Credit,,Detroit,25469.0,Open,2024-04-04,2024-04-03,-1,TRUE,,
100430,Debt Collection,Other,United Credit,Nan,Columbus,,In Progress,2023-03-08,2023-05-04,57,TRUE,FALSE,Closed with explanation
100431,Credit Card,Collection Harassment,Northstar Finance,Nan,,35600.0,In Progress,2024-04-21,2024-06-06,46,N,No,In progress
100432,Student Loan,Billing Disputes,,Pa,,71643.0,,2023-11-04,2023-12-24,50,FALSE,No,
100433,Credit  Card,Identity Theft,United Credit,Fl,Chicago,,,2023-11-15,2024-01-04,50,,TRUE,
100435,Student  Loan,Other,,Ga,Nan,43277.0,,2023-11-07,2024-01-01,55,N,N,Closed
100436,Debt Collection,Billing Disputes,Nan,Il,Atlanta,19857.0,Open,2023-12-29,2024-01-31,33,,Y,Closed
100437,Bank Account,Collection Harassment,Northstar Finance,Oh,New York,18592.0,Closed,2023-10-18,2023-12-14,57,,No,
100438,Bank Account,Fees,,Tx,Houston,46023.0,Resolved,2023-02-12,2023-04-05,52,,Y,Closed
100439,Bank Account,Fees,,Nc,New York,46710.0,,2023-09-19,2023-10-21,32,,Y,In progress
100440,Credit Card,Collection Harassment,Northstar Finance,Mi,,76016.0,,2024-04-12,2024-05-01,19,Y,Yes,Closed with explanation
100441,Mortgage,Other,Finserv Co,Ga,Houston,53071.0,Resolved,2023-12-28,2023-12-30,2,N,FALSE,
100442,Credit  Card,Billing Disputes,United Credit,Nan,Charlotte,24733.0,Open,2023-03-10,2023-03-11,1,No,Y,Closed with explanation
100443,Student Loan,Billing Disputes,Nan,,Atlanta,,,2024-04-24,2024-05-14,20,Y,Yes,
100445,Debt  Collection,Collection Harassment,Nan,Ca,New York,40074.0,Closed,2023-03-26,2023-04-22,27,FALSE,,In progress
100446,Student Loan,Fees,,Nan,Nan,70464.0,In Progress,2024-02-05,2024-03-02,26,Yes,Yes,
100447,Credit Reporting,Nan,Nan,Il,Chicago,93070.0,,2023-07-23,2023-08-02,10,,,
100448,Mortgage,Identity Theft,Nan,Oh,New York,41931.0,Closed,2023-10-24,2023-11-24,31,No,No,
100449,Credit Card,Fees,,Pa,Philadelphia,59668.0,Resolved,2023-08-11,2023-09-16,36,No,Yes,In progress
100450,Student Loan,Collection Harassment,United Credit,Fl,Philadelphia,84877.0,Open,2024-01-27,2024-03-25,58,TRUE,TRUE,Closed
100451,Credit Card,Incorrect Information,United Credit,Nan,Los Angeles,28931.0,,2024-05-13,2024-06-24,42,No,,
100452,Credit Card,Other,,Nc,Charlotte,55958.0,Open,2024-02-02,2024-03-07,34,,Yes,
100453,Credit Reporting,,Nan,,New York,37471.0,,2024-04-10,2024-06-03,54,No,Y,
100454,Credit Reporting,Collection Harassment,,,Philadelphia,66428.0,,2024-04-18,2024-05-10,22,No,,
100455,Student Loan,Incorrect Information,,Pa,Los Angeles,,,2023-02-15,2023-04-11,55,,Yes,Closed
100456,Student  Loan,Other,,Nan,Atlanta,22678.0,In Progress,2023-05-07,2023-05-26,19,Y,No,
100457,Credit Card,Collection Harassment,Acme Bank,Ga,Detroit,26871.0,,2023-12-27,2023-12-30,3,FALSE,Y,
